"name","variation","diy","buy","sell","color_1","color_2","size","miles_price","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","villager_equippable","catalog","filename","internal_id","unique_entry_id"
"basketball shoes","Red","No","1500",375.0,"Red","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesHighcutBasket0",5638.0,"7xRWZmoxAaCxRYMuJ"
"basketball shoes","Green","No","1500",375.0,"Green","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesHighcutBasket1",10060.0,"uRRCWDgRkrABjPdyg"
"basketball shoes","Beige","No","1500",375.0,"Beige","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesHighcutBasket2",10061.0,"9qivZWfCZucqweqBJ"
"basketball shoes","Orange","No","1500",375.0,"Yellow","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesHighcutBasket3",10062.0,"McTum2E4XpJfhavsX"
"basketball shoes","Blue","No","1500",375.0,"Blue","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Active","sporty; work","No","For sale","ShoesHighcutBasket4",10063.0,"rixr4TkNPxrXrRRcw"
"basketball shoes","Purple","No","1500",375.0,"Purple","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesHighcutBasket5",10064.0,"ryZhP2vjw4vQNiPMx"
"basketball shoes","Light blue","No","1500",375.0,"Light blue","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesHighcutBasket6",10065.0,"JhY975aRNditFYyhm"
"basketball shoes","Pink","No","1500",375.0,"Pink","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesHighcutBasket7",10066.0,"a7uqKcknGcWHoD43C"
"beaded sandals","Orange","No","1800",450.0,"Orange","Colorful","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Gorgeous","everyday; comfy; vacation","No","For sale","ShoesSandalBeads0",5478.0,"otoeZ6wQmT38HECcy"
"beaded sandals","Purple","No","1800",450.0,"Purple","Colorful","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Gorgeous","everyday; comfy; vacation","No","For sale","ShoesSandalBeads1",10137.0,"kCEzmje6LKzAuHemd"
"beaded sandals","Yellow","No","1800",450.0,"Yellow","Colorful","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Gorgeous","everyday; comfy; vacation","No","For sale","ShoesSandalBeads2",10138.0,"pwpLSaDGk58SSvJYe"
"beaded sandals","Red","No","1800",450.0,"Red","Colorful","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Gorgeous","everyday; comfy; vacation","No","For sale","ShoesSandalBeads3",10139.0,"ukMZbdaNwYXQgdzEJ"
"beaded sandals","Green","No","1800",450.0,"Green","Colorful","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Gorgeous","everyday; comfy; vacation","No","For sale","ShoesSandalBeads4",10140.0,"Bjzm2LFHF6cwXKbfu"
"beaded sandals","Beige","No","1800",450.0,"Beige","Colorful","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Gorgeous","everyday; comfy; vacation","No","For sale","ShoesSandalBeads5",10141.0,"veLWy2EQQ49fq6F7p"
"boots","Green","No","560",140.0,"Green","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","outdoorsy; work","No","For sale","ShoesKneeRubberboots0",5479.0,"nvyQe4J4JosazJ46S"
"boots","Black","No","560",140.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","outdoorsy; work","No","For sale","ShoesKneeRubberboots1",11685.0,"ffPXk8bFosbBzhxRo"
"boots","Blue","No","560",140.0,"Blue","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","outdoorsy; work","No","For sale","ShoesKneeRubberboots2",11686.0,"Hvinu73hgLPsmDkcM"
"boots","Red","No","560",140.0,"Red","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","outdoorsy; work","No","For sale","ShoesKneeRubberboots3",11687.0,"MkX86RRKQ9GkwfGaL"
"boots","Olive","No","560",140.0,"Yellow","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","outdoorsy; work","No","For sale","ShoesKneeRubberboots4",11688.0,"NGSrsWRHfAtBKqPYz"
"business shoes","Black","No","1300",325.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","formal; work","No","For sale","ShoesLowcutBusiness0",4730.0,"JxbjRNkGXgodBD8P7"
"business shoes","Brown","No","1300",325.0,"Brown","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","formal; work","No","For sale","ShoesLowcutBusiness1",11455.0,"sja7tXF4cPCa5hsrH"
"cleats","Blue","No","1200",300.0,"Blue","Gray","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesLowcutSpike0",5654.0,"ozSLcS5AH7EbyuvKf"
"cleats","Light blue","No","1200",300.0,"Light blue","Gray","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesLowcutSpike1",10245.0,"6kQs9rKWn47gLLs2M"
"cleats","Red","No","1200",300.0,"Red","Gray","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesLowcutSpike2",10246.0,"NGWNC246yBWm3snJE"
"cleats","Yellow","No","1200",300.0,"Yellow","Gray","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesLowcutSpike3",10247.0,"WkkwqXv9oS59HJzzT"
"cleats","Black","No","1200",300.0,"Black","Gray","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesLowcutSpike4",10248.0,"Pr3hHw8YguTL57DwF"
"cleats","Orange","No","1200",300.0,"Orange","Gray","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesLowcutSpike5",10249.0,"iiKeEbNN6S9tRZ3st"
"cleats","Green","No","1200",300.0,"Green","Gray","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesLowcutSpike6",10250.0,"k2KmPiG39zPaP5aKE"
"cleats","Purple","No","1200",300.0,"Purple","Gray","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","sporty; work","No","For sale","ShoesLowcutSpike7",10251.0,"QZLqNeTSRQishPzZX"
"comfy sandals","Brown","No","1040",260.0,"Brown","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesSandalComfort0",5619.0,"bH8H3cpWoFegDZKg3"
"comfy sandals","White","No","1040",260.0,"White","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesSandalComfort1",10700.0,"7qmEHHQRDzoZwjzqi"
"comfy sandals","Green","No","1040",260.0,"Green","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesSandalComfort2",10701.0,"XaesMFTS6T3GBL97H"
"comfy sandals","Blue","No","1040",260.0,"Blue","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesSandalComfort3",10702.0,"BPWe3svCXCzdrtMEr"
"comfy sandals","Red","No","1040",260.0,"Red","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesSandalComfort4",10703.0,"MQ7rNNpQR9ExjjDeW"
"comfy sandals","Orange","No","1040",260.0,"Orange","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesSandalComfort5",10704.0,"s4PZf4H5PuJR9XNbk"
"comfy sandals","Yellow","No","1040",260.0,"Yellow","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesSandalComfort6",10705.0,"t4MnDYkWR9uExZncz"
"comfy sandals","Purple","No","1040",260.0,"Purple","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesSandalComfort7",10706.0,"zwbeCzpknc63Fptcv"
"cowboy boots","Brown","No","2380",595.0,"Brown","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Elegant","outdoorsy; theatrical; work","No","For sale","ShoesKneeWestern0",5643.0,"T59MhhiGhjcnsGnFu"
"cowboy boots","Black","No","2380",595.0,"Black","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Elegant","outdoorsy; theatrical; work","No","For sale","ShoesKneeWestern1",11253.0,"qzEjaaYJH93BC2Hh9"
"cowboy boots","Ivory","No","2380",595.0,"White","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","outdoorsy; theatrical; work","No","For sale","ShoesKneeWestern2",11254.0,"xv62ZghErnQR8Q73m"
"cowboy boots","Pink","No","2380",595.0,"Pink","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","outdoorsy; theatrical; work","No","For sale","ShoesKneeWestern3",11255.0,"KgdfPqZxZYhrp4C2x"
"cowboy boots","Blue","No","2380",595.0,"Light blue","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","outdoorsy; theatrical; work","No","For sale","ShoesKneeWestern4",11256.0,"KDAEKS4qY5fpDgQuu"
"cross-belt sandals","Green","No","1040",260.0,"Green","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Elegant","everyday; vacation","No","For sale","ShoesSandalCrossbelt0",4725.0,"S8PsLoFCGMqX3F6fZ"
"cross-belt sandals","Pink","No","1040",260.0,"Pink","Pink","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Elegant","everyday; vacation","No","For sale","ShoesSandalCrossbelt1",10121.0,"wmAKDzzYnjbLzxhJ3"
"cross-belt sandals","Gray","No","1040",260.0,"Gray","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","Yes","1.0.0","Elegant","everyday; vacation","No","For sale","ShoesSandalCrossbelt2",10122.0,"qAwap9h6YjWohE39n"
"cross-belt sandals","Brown","No","1040",260.0,"Brown","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Elegant","everyday; vacation","No","For sale","ShoesSandalCrossbelt3",10123.0,"eNkiMc8xbma2Ymdzx"
"cross-belt sandals","Black","No","1040",260.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Elegant","everyday; vacation","No","For sale","ShoesSandalCrossbelt4",10124.0,"H8DTJawEDSPC8jf99"
"cross-belt sandals","Purple","No","1040",260.0,"Purple","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Elegant","everyday; vacation","No","For sale","ShoesSandalCrossbelt5",10125.0,"PCPv5Mv6SGFnjg8ux"
"cute sneakers","Light blue","No","1260",315.0,"Light blue","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Cute","everyday; fairy tale","No","For sale","ShoesHighcutCute0",5803.0,"WdawbJs9jXzQsuFhx"
"cute sneakers","Green","No","1260",315.0,"Green","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Cute","everyday; fairy tale","No","For sale","ShoesHighcutCute1",10266.0,"QyYoExD4R6xgzhzw3"
"cute sneakers","Pink","No","1260",315.0,"Pink","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Cute","everyday; fairy tale","No","For sale","ShoesHighcutCute2",10267.0,"9tQTbbf9bPTKu7qWz"
"cute sneakers","Yellow","No","1260",315.0,"Yellow","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","everyday; fairy tale","No","For sale","ShoesHighcutCute3",10268.0,"Egxvg95EdXYikxzfF"
"cute sneakers","Purple","No","1260",315.0,"Purple","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","everyday; fairy tale","No","For sale","ShoesHighcutCute4",10269.0,"w8pFobgTR68viQLPy"
"cute sneakers","Blue","No","1260",315.0,"Blue","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","everyday; fairy tale","No","For sale","ShoesHighcutCute5",10270.0,"f2oLT3HRXWPPEmpTu"
"DAL slippers","Blue","No","4040",1010.0,"Blue","Blue","1x1","NA","Dodo Airlines","Received in mail from DAL after taking certain numbers of flights","All Year","No","1.0.0","Simple","comfy; vacation","No","Not for sale","AccessoryGlassSlippers0",12130.0,"gg8YSYsr2xNKYS9rd"
"earth-egg shoes","None","Yes","NFS",800.0,"Red","Yellow","1x1","NA","Crafting",,"All Year","No","1.1.0a","Active","fairy tale; party; theatrical","No","Not for sale","ShoesLowcutEggground0",12455.0,"PXnPHB4ZkaMwv3Y7s"
"embroidered shoes","Red","No","2100",525.0,"Red","Pink","1x1","NA","Kicks",,"All Year","No","1.0.0","Elegant","everyday; formal","No","For sale","ShoesLowcutEmbroidery0",9847.0,"GpHkK4Gy7yLYxbtcL"
"embroidered shoes","White","No","2100",525.0,"White","Pink","1x1","NA","Kicks",,"All Year","No","1.0.0","Elegant","everyday; formal","No","For sale","ShoesLowcutEmbroidery1",11987.0,"rzZXksuyaHbm4SMM9"
"embroidered shoes","Black","No","2100",525.0,"Black","Pink","1x1","NA","Kicks",,"All Year","No","1.0.0","Elegant","everyday; formal","No","For sale","ShoesLowcutEmbroidery2",11988.0,"2JD3QbctqaQhPpBAb"
"embroidered shoes","Blue","No","2100",525.0,"Light blue","Pink","1x1","NA","Kicks",,"All Year","No","1.0.0","Elegant","everyday; formal","No","For sale","ShoesLowcutEmbroidery3",11989.0,"SuLAcSivQvdYEXHJB"
"faux-fur ankle booties","Olive","No","1450",362.0,"Green","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Elegant","everyday; fairy tale; formal; party; theatrical","No","For sale","ShoesHighcutFurboots0",5476.0,"5FBywrCNgwAiqhXa7"
"faux-fur ankle booties","Beige","No","1450",362.0,"Beige","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Elegant","everyday; fairy tale; formal; party; theatrical","No","For sale","ShoesHighcutFurboots1",11682.0,"KAt8hHZ3mDftYYiYt"
"faux-fur ankle booties","Ruby red","No","1450",362.0,"Red","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Elegant","everyday; fairy tale; formal; party; theatrical","No","For sale","ShoesHighcutFurboots2",11683.0,"jdCjhSTkbKzX85LN2"
"faux-fur ankle booties","Navy blue","No","1450",362.0,"Blue","Gray","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Elegant","everyday; fairy tale; formal; party; theatrical","No","For sale","ShoesHighcutFurboots3",11684.0,"Dzxt6pdX2LJWacn3H"
"faux-shearling boots","Beige","No","1600",400.0,"Beige","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","everyday; outdoorsy","No","For sale","ShoesHighcutMouton0",4721.0,"z8A8CEX4Zoxos8ECz"
"faux-shearling boots","Pink","No","1600",400.0,"Pink","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Cute","everyday; outdoorsy","No","For sale","ShoesHighcutMouton1",11547.0,"pbeHtooPfjRSuwhmY"
"faux-shearling boots","Green","No","1600",400.0,"Green","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Cute","everyday; outdoorsy","No","For sale","ShoesHighcutMouton2",11548.0,"gyP9Azdy4b7iaCGoH"
"faux-shearling boots","Black","No","1600",400.0,"Black","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","everyday; outdoorsy","No","For sale","ShoesHighcutMouton3",11549.0,"YksdBvaJ3k6ouj243"
"faux-shearling boots","Gray","No","1600",400.0,"Gray","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Cute","everyday; outdoorsy","No","For sale","ShoesHighcutMouton4",11550.0,"GG7HfiPFNJvLwh5XC"
"faux-suede sneakers","Green","No","1080",270.0,"Green","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesLowcutSuede0",6893.0,"8ci7eigwwimo5zHrm"
"faux-suede sneakers","Navy blue","No","1080",270.0,"Blue","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesLowcutSuede1",10074.0,"gCcxqWq9CrrDemMzu"
"faux-suede sneakers","Beige","No","1080",270.0,"Beige","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesLowcutSuede2",10075.0,"h7v8F5izpTkwhCo9X"
"faux-suede sneakers","Orange","No","1080",270.0,"Orange","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesLowcutSuede3",10076.0,"442jYo3kkgtjrfNJw"
"faux-suede sneakers","Pink","No","1080",270.0,"Pink","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesLowcutSuede4",10077.0,"oqSaR83bRDZiLnibc"
"faux-suede sneakers","Light blue","No","1080",270.0,"Light blue","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesLowcutSuede5",10078.0,"2h5vwhQBfHf6Qmbzc"
"faux-suede sneakers","Purple","No","1080",270.0,"Purple","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesLowcutSuede6",10079.0,"3gXbkXjifTka79wk5"
"faux-suede sneakers","Berry red","No","1080",270.0,"Red","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesLowcutSuede7",10080.0,"PcsAkqLHgZo2yhwSH"
"flip-flops","Blue","No","350",87.0,"Blue","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","outdoorsy; comfy; sporty; vacation","No","For sale","ShoesSandalBeachborder0",5470.0,"b2pTnAJLeY3nCC85w"
"flip-flops","Green","No","350",87.0,"Green","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","outdoorsy; comfy; sporty; vacation","No","For sale","ShoesSandalBeachborder1",6922.0,"wjnPzGx8aWE7G6gce"
"flip-flops","Yellow","No","350",87.0,"Yellow","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","outdoorsy; comfy; sporty; vacation","No","For sale","ShoesSandalBeachborder2",10169.0,"SKNg35jGs9MaLTD77"
"flip-flops","White","No","350",87.0,"White","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","outdoorsy; comfy; sporty; vacation","No","For sale","ShoesSandalBeachborder3",10735.0,"43ihwwTdqsQFFdDra"
"flip-flops","Orange","No","350",87.0,"Orange","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","outdoorsy; comfy; sporty; vacation","No","For sale","ShoesSandalBeachborder4",10736.0,"A4KkCM8MYzSzgiLxm"
"flip-flops","Light blue","No","350",87.0,"Light blue","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","outdoorsy; comfy; sporty; vacation","No","For sale","ShoesSandalBeachborder5",10737.0,"YyhMNsS7x3fugPLzk"
"flip-flops","Pink","No","350",87.0,"Pink","Gray","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Active","outdoorsy; comfy; sporty; vacation","No","For sale","ShoesSandalBeachborder6",10738.0,"KzSKyqg45TYFdmmq5"
"flip-flops","Red","No","350",87.0,"Red","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","outdoorsy; comfy; sporty; vacation","No","For sale","ShoesSandalBeachborder7",10739.0,"e49sttYMp9iQhn5JA"
"flower sandals","Yellow","No","1200",300.0,"Yellow","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; outdoorsy; vacation","No","For sale","ShoesSandalFlower0",5475.0,"iKjt4fpKTzWFNoWqv"
"flower sandals","Pink","No","1200",300.0,"Red","Pink","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; outdoorsy; vacation","No","For sale","ShoesSandalFlower1",10126.0,"CuM8H6yjAxM9hvKbB"
